match_id,change_id,rank,candidate_direction,query_source_id,query_cycle,query_criterion,query_title,query_section_type,query_field_name,query_text,candidate_source_id,candidate_cycle,candidate_criterion,candidate_title,candidate_section_type,candidate_field_name,candidate_text,score,difflib_similarity,ngram_jaccard,token_overlap,section_match,field_match,criterion_mapping_match,match_reason,candidate_only_warning
gmatch_000011,chg_00003,1,c4_to_c3,c4__1_2__overview__content,4,1.2,거버넌스와 감사,overview,content,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",c3__1_6__overview__content,3,1.6,감사,overview,content,"대학은 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고 있으며, 그 결과를 대학 운영에 충실히 반영하고 대학구성원이나 외부에 공개하고 있다. 또한 공익제보에 필요한 절차와 제도를 운영하고 있다.",0.743,0.717,0.500,0.600,true,true,true,difflib=0.717;ngram=0.500;token=0.600;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000012,chg_00003,2,c4_to_c3,c4__1_2__overview__content,4,1.2,거버넌스와 감사,overview,content,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",c3__1_3__overview__content,3,1.3,거버넌스,overview,content,대학은 합리적으로 대학 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있다. 또한 대학 운영에 대학 구성원의 참여와 소통이 원활하게 이루어지고 있다.,0.563,0.491,0.367,0.349,true,true,true,difflib=0.491;ngram=0.367;token=0.349;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000013,chg_00003,3,c4_to_c3,c4__1_2__overview__content,4,1.2,거버넌스와 감사,overview,content,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",c3__5_1__overview__content,3,5.1,성과관리,overview,content,"대학은 대학경영 및 교육 전반에 대한 질 관리를 위하여 주기적으로 대학 자체평가, 교육만족도 조사를 포함한 다양한 방식으로 성과관리를 하고 있으며, 그 결과를 교육과 대학 운영에 충실히 반영하고 대학구성원이나 외부에 공개하는 등의 성과관리체계를 운영하고 있다.",0.312,0.324,0.134,0.172,true,true,false,difflib=0.324;ngram=0.134;token=0.172;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000014,chg_00003,4,c4_to_c3,c4__1_2__overview__content,4,1.2,거버넌스와 감사,overview,content,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",c3__1_2__overview__content,3,1.2,발전계획,overview,content,"대학은 대학구성원의 요구분석 등에 근거하여 실현가능한 장단기 발전계획(특성화계획 포함)을 수립하고, 성과에 대한 평가를 통해 그 결과를 대학 운영에 반영하고 있다.",0.275,0.242,0.077,0.085,true,true,false,difflib=0.242;ngram=0.077;token=0.085;same_section;same_field;same_criterion_number,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000015,chg_00003,5,c4_to_c3,c4__1_2__overview__content,4,1.2,거버넌스와 감사,overview,content,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",c3__4_3__overview__content,3,4.3,학생 권익 보호 및 소수집단학생 지원,overview,content,대학은 학생의 권익을 보호하기 위한 규정과 체계를 구축하여 운영하고 있다. 또한 대학의 배려가 필요한 소수집단학생 지원을 위한 규정과 체계를 갖추고 다양한 시설과 지원 프로그램을 마련하여 효율적으로 운영하고 있다.,0.248,0.253,0.073,0.083,true,true,false,difflib=0.253;ngram=0.073;token=0.083;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000016,chg_00004,1,c3_to_c4,c3__1_3__overview__content,3,1.3,거버넌스,overview,content,대학은 합리적으로 대학 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있다. 또한 대학 운영에 대학 구성원의 참여와 소통이 원활하게 이루어지고 있다.,c4__1_2__overview__content,4,1.2,거버넌스와 감사,overview,content,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",0.563,0.491,0.367,0.349,true,true,true,difflib=0.491;ngram=0.367;token=0.349;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000017,chg_00004,2,c3_to_c4,c3__1_3__overview__content,3,1.3,거버넌스,overview,content,대학은 합리적으로 대학 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있다. 또한 대학 운영에 대학 구성원의 참여와 소통이 원활하게 이루어지고 있다.,c4__1_4__overview__content,4,1.4,성과관리체계 구축 및 운영,overview,content,"대학은 대학경영 및 교육·연구 전반에 대한 질 관리를 위하여 주기적으로 중장기 발전계획의 이행점검에 따른 성과평가, 대학 자체평가를 시행하는 등 다양한 방식으로 성과관리를 하고 있으며, 그 결과를 교육·연구와 대학 운영에 충실히 반영하고 대학 구성원이나 외부에 공개하는 등의 성과관리체계를 운영하고 있다.",0.268,0.302,0.065,0.080,true,true,false,difflib=0.302;ngram=0.065;token=0.080;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000018,chg_00004,3,c3_to_c4,c3__1_3__overview__content,3,1.3,거버넌스,overview,content,대학은 합리적으로 대학 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있다. 또한 대학 운영에 대학 구성원의 참여와 소통이 원활하게 이루어지고 있다.,c4__4_3__overview__content,4,4.3,진로 및 취·창업 지원,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원 체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,0.262,0.288,0.063,0.091,true,true,false,difflib=0.288;ngram=0.063;token=0.091;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000019,chg_00004,4,c3_to_c4,c3__1_3__overview__content,3,1.3,거버넌스,overview,content,대학은 합리적으로 대학 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있다. 또한 대학 운영에 대학 구성원의 참여와 소통이 원활하게 이루어지고 있다.,c4__3_5__overview__content,4,3.5,직원 확보 및 인사,overview,content,"대학은 규정에 따라 합리적인 절차를 통하여 일정 규모 이상의 직원을 확보하고, 합리적으로 직원 인사제도를 운영하고 있다.",0.261,0.278,0.069,0.103,true,true,false,difflib=0.278;ngram=0.069;token=0.103;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000020,chg_00004,5,c3_to_c4,c3__1_3__overview__content,3,1.3,거버넌스,overview,content,대학은 합리적으로 대학 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있다. 또한 대학 운영에 대학 구성원의 참여와 소통이 원활하게 이루어지고 있다.,c4__3_2__overview__content,4,3.2,교원 인사 및 업적평가,overview,content,대학은 합리적인 절차에 의해 교원의 임용 및 승진을 위한 인사제도 및 업적평가 제도를 운영하고 있다.,0.260,0.283,0.074,0.071,true,true,false,difflib=0.283;ngram=0.074;token=0.071;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000021,chg_00006,1,c3_to_c4,c3__1_4__overview__content,3,1.4,재정 확보,overview,content,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다.",c4__1_3__overview__content,4,1.3,재정 확보 및 집행,overview,content,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다. 그리고 확보된 재원을 효율적으로 운영하기 위한 계획을 수립하고, 합리적 절차에 따라 예산을 편성·집행하며 학생들을 위한 교육활동에 적절히 환원하고 있다. 또한 예산 편성·집행 결과를 평가하여 대학재정 운영에 반영하고 있다.",0.657,0.596,0.457,0.476,true,true,true,difflib=0.596;ngram=0.457;token=0.476;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000022,chg_00006,2,c3_to_c4,c3__1_4__overview__content,3,1.4,재정 확보,overview,content,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다.",c4__1_1__overview__content,4,1.1,교육목표 및 발전계획,overview,content,"대학은 교육이념 및 교육목적을 달성하기 위한 명료한 교육목표와 인재상을 설정하고 있으며, 교육목표를 달성하기 위해 대학구성원의 요구분석 등에 근거하여 실현가능한 중장기 발전계획을 수립하여 추진하고 있다.",0.312,0.308,0.164,0.162,true,true,false,difflib=0.308;ngram=0.164;token=0.162;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000023,chg_00006,3,c3_to_c4,c3__1_4__overview__content,3,1.4,재정 확보,overview,content,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다.",c4__4_6__overview__content,4,4.6,도서관,overview,content,"대학은 교육과 연구에 필요한 자료 구입 예산과 전문 인력을 확보하고 있으며, 정보지원 인프라를 구축하여 효율적으로 운영하고 다양한 교수·학습 지원과 문화프로그램을 지원하고 있다.",0.310,0.364,0.089,0.132,true,true,false,difflib=0.364;ngram=0.089;token=0.132;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000024,chg_00006,4,c3_to_c4,c3__1_4__overview__content,3,1.4,재정 확보,overview,content,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다.",c4__4_4__overview__content,4,4.4,교육 시설,overview,content,"대학은 수업 및 실험·실습에 필요한 공간을 확보하고, 실험·실습 기자재를 구비하고 있으며, 안전하게 관리하고 있다.",0.308,0.351,0.083,0.167,true,true,false,difflib=0.351;ngram=0.083;token=0.167;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000025,chg_00006,5,c3_to_c4,c3__1_4__overview__content,3,1.4,재정 확보,overview,content,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다.",c4__4_3__overview__content,4,4.3,진로 및 취·창업 지원,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원 체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,0.306,0.359,0.092,0.111,true,true,false,difflib=0.359;ngram=0.092;token=0.111;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000026,chg_00008,1,c4_to_c3,c4__1_5__overview__content,4,1.5,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 학생학습성과 관리 체계에 따른 운영과 교육만족도 조사 결과에 따른 환류 체계를 갖추고 있으며, 졸업생의 취·창업 및 진학 등 진로 성과를 높이기 위한 노력을 기울이고 있다.",c3__5_2__overview__content,3,5.2,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 교육성과를 높이기 위한 노력을 기울이고 있다.",0.630,0.627,0.387,0.344,true,true,true,difflib=0.627;ngram=0.387;token=0.344;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000027,chg_00008,2,c4_to_c3,c4__1_5__overview__content,4,1.5,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 학생학습성과 관리 체계에 따른 운영과 교육만족도 조사 결과에 따른 환류 체계를 갖추고 있으며, 졸업생의 취·창업 및 진학 등 진로 성과를 높이기 위한 노력을 기울이고 있다.",c3__1_1__overview__content,3,1.1,교육목표 및 인재상,overview,content,"대학은 교육이념 및 교육목적을 달성하기 위한 명료한 교육목표와 인재상을 설정하고 있으며, 인재상에 도달할 수 있도록 학생학습성과 관리 체계를 구축하여 운영하고 있다.",0.391,0.321,0.132,0.182,true,true,true,difflib=0.321;ngram=0.132;token=0.182;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000028,chg_00008,3,c4_to_c3,c4__1_5__overview__content,4,1.5,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 학생학습성과 관리 체계에 따른 운영과 교육만족도 조사 결과에 따른 환류 체계를 갖추고 있으며, 졸업생의 취·창업 및 진학 등 진로 성과를 높이기 위한 노력을 기울이고 있다.",c3__5_1__overview__content,3,5.1,성과관리,overview,content,"대학은 대학경영 및 교육 전반에 대한 질 관리를 위하여 주기적으로 대학 자체평가, 교육만족도 조사를 포함한 다양한 방식으로 성과관리를 하고 있으며, 그 결과를 교육과 대학 운영에 충실히 반영하고 대학구성원이나 외부에 공개하는 등의 성과관리체계를 운영하고 있다.",0.353,0.299,0.085,0.085,true,true,true,difflib=0.299;ngram=0.085;token=0.085;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000029,chg_00008,4,c4_to_c3,c4__1_5__overview__content,4,1.5,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 학생학습성과 관리 체계에 따른 운영과 교육만족도 조사 결과에 따른 환류 체계를 갖추고 있으며, 졸업생의 취·창업 및 진학 등 진로 성과를 높이기 위한 노력을 기울이고 있다.",c3__5_4__overview__content,3,5.4,취·창업지원 및 성과,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,0.351,0.289,0.066,0.136,true,true,true,difflib=0.289;ngram=0.066;token=0.136;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000030,chg_00008,5,c4_to_c3,c4__1_5__overview__content,4,1.5,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 학생학습성과 관리 체계에 따른 운영과 교육만족도 조사 결과에 따른 환류 체계를 갖추고 있으며, 졸업생의 취·창업 및 진학 등 진로 성과를 높이기 위한 노력을 기울이고 있다.",c3__5_5__overview__content,3,5.5,사회봉사,overview,content,대학은 건학이념과 교육목표에 부합하는 사회봉사 정책 및 계획을 마련하고 있으며 다양한 사회봉사 활동을 추진하고 있다.,0.273,0.296,0.072,0.125,true,true,false,difflib=0.296;ngram=0.072;token=0.125;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000031,chg_00009,1,c3_to_c4,c3__5_4__overview__content,3,5.4,취·창업지원 및 성과,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,c4__4_3__overview__content,4,4.3,진로 및 취·창업 지원,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원 체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,1.000,1.000,1.000,0.857,true,true,true,difflib=1.000;ngram=1.000;token=0.857;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000032,chg_00009,2,c3_to_c4,c3__5_4__overview__content,3,5.4,취·창업지원 및 성과,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,c4__4_6__overview__content,4,4.6,도서관,overview,content,"대학은 교육과 연구에 필요한 자료 구입 예산과 전문 인력을 확보하고 있으며, 정보지원 인프라를 구축하여 효율적으로 운영하고 다양한 교수·학습 지원과 문화프로그램을 지원하고 있다.",0.359,0.400,0.164,0.200,true,true,false,difflib=0.400;ngram=0.164;token=0.200;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000033,chg_00009,3,c3_to_c4,c3__5_4__overview__content,3,5.4,취·창업지원 및 성과,overview,content,대학은 학생들의 진로와 취·창업을 위한 지원체계를 구축하고 예산과 전문 인력을 확보하여 운영하고 있으며 지속적인 개선을 위한 노력을 하고 있다.,c4__1_5__overview__content,4,1.5,교육성과,overview,content,"대학은 교육목적에 부합하는 학생을 충원하여 유지하고, 학생학습성과 관리 체계에 따른 운영과 교육만족도 조사 결과에 따른 환류 체계를 갖추고 있으며, 졸업생의 취·창업 및 진학 등 진로 성과를 높이기 위한 노력을 기울이고 있다.",0.351,0.289,0.066,0.136,true,true,true,difflib=0.289;ngram=0.066;token=0.136;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
