review_id,priority,risk_level,review_topic,review_reason,human_review_status,official_confirmation_needed,global_match_status,global_candidate_count,change_id,change_type,section_type,cycle4_criterion,cycle4_title,cycle3_criterion,cycle3_title,evidence_impact,metric_impact,department_candidate,source_id_4,source_id_3,top_candidate_source_id,top_candidate_score,recommended_next_step,candidate_only_warning
review_00001,1,high,1.1 교육목표 및 발전계획,low_similarity_match;needs_review_status,pending,true,weak_candidate,2,chg_00001,신설후보,overview,1.1,교육목표 및 발전계획,1.1,교육목표 및 인재상,false,false,"기획처, 교무처",c4__1_1__overview__content,c3__1_1__overview__content,c3__1_1__overview__content,0.598,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00002,1,high,1.1 교육목표 및 발전계획,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00002,삭제/이동후보,overview,1.1,교육목표 및 발전계획,1.2,발전계획,false,false,"기획처, 교무처",,c3__1_2__overview__content,c4__1_1__overview__content,0.496,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00156,1,high,1.1 교육목표 및 발전계획,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00309,신설후보,report,1.1,교육목표 및 발전계획,1.2,발전계획,true,true,"기획처, 교무처",c4__1_1__report__item:3,c3__1_2__report__item:1,c3__1_2__report__item:1,0.609,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00158,1,high,1.1 교육목표 및 발전계획,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,3,chg_00311,이동후보,report,1.1,교육목표 및 발전계획,1.1,교육목표 및 인재상,false,false,"기획처, 교무처",,c3__1_1__report__item:3,c4__1_5__report__item:3,0.582,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00159,1,high,1.1 교육목표 및 발전계획,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00312,삭제/이동후보,report,1.1,교육목표 및 발전계획,1.2,발전계획,true,true,"기획처, 교무처",,c3__1_2__report__item:3,c4__1_1__report__item:4,0.593,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00428,1,high,1.2 거버넌스와 감사,low_similarity_match;needs_review_status,pending,true,weak_candidate,5,chg_00686,신설후보,checkpoints,1.2,거버넌스와 감사,1.6,감사,false,false,"기획처, 감사부서",c4__1_2__checkpoints__item:5.sub:001,c3__1_6__checkpoints__item:3.sub:002,c3__1_6__checkpoints__item:3.sub:002,0.613,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00431,1,high,1.2 거버넌스와 감사,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00690,삭제/이동후보,checkpoints,1.2,거버넌스와 감사,1.3,거버넌스,false,false,"기획처, 감사부서",,c3__1_3__checkpoints__item:1.sub:004,c4__1_2__checkpoints__item:1,0.379,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00433,1,high,1.2 거버넌스와 감사,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,5,chg_00692,삭제/이동후보,checkpoints,1.2,거버넌스와 감사,1.6,감사,false,false,"기획처, 감사부서",,c3__1_6__checkpoints__item:3.sub:001,c4__1_2__checkpoints__item:2.sub:001,0.473,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00028,1,high,1.2 거버넌스와 감사,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00046,신설후보,evidence,1.2,거버넌스와 감사,,,true,false,"기획처, 감사부서",c4__1_2__evidence__제출자료_관련규정:002,,c3__1_6__evidence__현지확인자료:004,0.693,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00262,1,high,1.2 거버넌스와 감사,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,2,chg_00472,신설후보,notes,1.2,거버넌스와 감사,,,false,false,"기획처, 감사부서",c4__1_2__notes__item:2,,c3__1_3__checkpoints__item:1.sub:003,0.372,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00266,1,high,1.2 거버넌스와 감사,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,3,chg_00476,신설후보,notes,1.2,거버넌스와 감사,,,true,false,"기획처, 감사부서",c4__1_2__notes__item:6,,c3__1_6__checkpoints__item:4,0.446,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00004,1,high,1.2 거버넌스와 감사,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00004,삭제/이동후보,overview,1.2,거버넌스와 감사,1.3,거버넌스,false,false,"기획처, 감사부서",,c3__1_3__overview__content,c4__1_2__overview__content,0.563,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00163,1,high,1.2 거버넌스와 감사,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00319,삭제/이동후보,report,1.2,거버넌스와 감사,1.3,거버넌스,true,true,"기획처, 감사부서",,c3__1_3__report__item:3,c4__1_2__report__item:2,0.689,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00434,1,high,1.3 재정 확보 및 집행,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00693,변경,checkpoints,1.3,재정 확보 및 집행,1.4,재정 확보,false,true,"기획처, 재무회계팀",c4__1_3__checkpoints__item:1,c3__1_4__checkpoints__item:1,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00435,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00697,유지,checkpoints,1.3,재정 확보 및 집행,1.5,재정 집행,false,true,,c4__1_3__checkpoints__item:5,c3__1_5__checkpoints__item:1,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00436,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status,pending,true,not_applicable,0,chg_00698,유지,checkpoints,1.3,재정 확보 및 집행,1.5,재정 집행,false,false,,c4__1_3__checkpoints__item:6,c3__1_5__checkpoints__item:2,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00437,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status,pending,true,not_applicable,0,chg_00699,유지,checkpoints,1.3,재정 확보 및 집행,1.5,재정 집행,false,false,,c4__1_3__checkpoints__item:6.sub:001,c3__1_5__checkpoints__item:2.sub:001,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00438,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00700,유지,checkpoints,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,,c4__1_3__checkpoints__item:6.sub:002,c3__1_5__checkpoints__item:2.sub:002,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00439,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status,pending,true,not_applicable,0,chg_00701,유지,checkpoints,1.3,재정 확보 및 집행,1.5,재정 집행,false,false,,c4__1_3__checkpoints__item:7,c3__1_5__checkpoints__item:3,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00440,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status,pending,true,not_applicable,0,chg_00702,유지,checkpoints,1.3,재정 확보 및 집행,1.5,재정 집행,false,false,,c4__1_3__checkpoints__item:8,c3__1_5__checkpoints__item:4,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00033,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00058,유지,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,,c4__1_3__evidence__정보공시:002,c3__1_5__evidence__정보공시:002,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00034,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00059,유지,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,,c4__1_3__evidence__제출자료_관련규정:001,c3__1_5__evidence__제출자료_관련규정:001,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00035,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00062,유지,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,true,,c4__1_3__evidence__현지확인자료:003,c3__1_5__evidence__현지확인자료:003,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00036,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00064,유지,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,,c4__1_3__evidence__현지면담:002,c3__1_5__evidence__현지면담:002,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00037,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,strong_candidate,1,chg_00065,삭제/이동후보,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,"기획처, 재무회계팀",,c3__1_5__evidence__정보공시:001,c4__1_3__evidence__정보공시:001,1.000,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00038,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,strong_candidate,3,chg_00066,삭제/이동후보,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,"기획처, 재무회계팀",,c3__1_5__evidence__현지확인자료:001,c4__1_3__evidence__현지확인자료:001,1.000,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00039,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,strong_candidate,5,chg_00067,삭제/이동후보,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,true,"기획처, 재무회계팀",,c3__1_5__evidence__현지확인자료:002,c4__1_3__evidence__현지확인자료:002,1.000,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00040,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,strong_candidate,4,chg_00068,삭제/이동후보,evidence,1.3,재정 확보 및 집행,1.5,재정 집행,true,false,"기획처, 재무회계팀",,c3__1_5__evidence__현지면담:001,c4__1_2__evidence__현지면담:001,1.000,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00267,1,high,1.3 재정 확보 및 집행,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00483,신설후보,notes,1.3,재정 확보 및 집행,,,false,true,"기획처, 재무회계팀",c4__1_3__notes__item:7,,c3__1_4__notes__item:7,0.521,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00268,1,high,1.3 재정 확보 및 집행,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00484,삭제후보,notes,1.3,재정 확보 및 집행,1.4,재정 확보,false,true,"기획처, 재무회계팀",,c3__1_4__notes__item:7,c4__1_3__notes__item:7,0.521,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00005,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status,pending,true,not_applicable,0,chg_00005,변경,overview,1.3,재정 확보 및 집행,1.5,재정 집행,false,false,"기획처, 재무회계팀",c4__1_3__overview__content,c3__1_5__overview__content,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00164,1,high,1.3 재정 확보 및 집행,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00321,변경,report,1.3,재정 확보 및 집행,1.4,재정 확보,true,true,"기획처, 재무회계팀",c4__1_3__report__item:2,c3__1_4__report__item:2,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00165,1,high,1.3 재정 확보 및 집행,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00322,신설후보,report,1.3,재정 확보 및 집행,1.4,재정 확보,true,true,"기획처, 재무회계팀",c4__1_3__report__item:3,c3__1_4__report__item:3,c3__1_4__report__item:3,0.532,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00166,1,high,1.3 재정 확보 및 집행,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00323,신설후보,report,1.3,재정 확보 및 집행,,,false,true,"기획처, 재무회계팀",c4__1_3__report__item:3.sub:001,,c3__1_4__report__item:3,0.513,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00167,1,high,1.3 재정 확보 및 집행,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,no_candidate,0,chg_00324,신설후보,report,1.3,재정 확보 및 집행,,,false,true,"기획처, 재무회계팀",c4__1_3__report__item:3.sub:002,,c3__1_4__report__item:2,0.245,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00168,1,high,1.3 재정 확보 및 집행,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,no_candidate,0,chg_00325,신설후보,report,1.3,재정 확보 및 집행,,,false,true,"기획처, 재무회계팀",c4__1_3__report__item:3.sub:003,,c3__1_4__report__item:3,0.335,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00169,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00327,유지,report,1.3,재정 확보 및 집행,1.5,재정 집행,true,true,,c4__1_3__report__item:5,c3__1_5__report__item:1,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00170,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status,pending,true,not_applicable,0,chg_00328,유지,report,1.3,재정 확보 및 집행,1.5,재정 집행,false,false,,c4__1_3__report__item:6,c3__1_5__report__item:2,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00171,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00329,유지,report,1.3,재정 확보 및 집행,1.5,재정 집행,true,true,,c4__1_3__report__item:7,c3__1_5__report__item:3,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00172,1,high,1.3 재정 확보 및 집행,manual_complex_nm_criterion;needs_review_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00330,유지,report,1.3,재정 확보 및 집행,1.5,재정 집행,true,true,,c4__1_3__report__item:8,c3__1_5__report__item:4,,,N:M 이동/분리 가능성이 큰 준거이므로 원문 대조 후 항목 단위 매핑 확정,"Review queue rows are operational triage candidates, not final judgments."
review_00444,1,high,1.4 성과관리체계 구축 및 운영,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00706,신설후보,checkpoints,1.4,성과관리체계 구축 및 운영,5.1,성과관리,true,false,"기획처, 성과관리 담당부서",c4__1_4__checkpoints__item:2.sub:001,c3__5_1__checkpoints__item:2.sub:001,c3__5_1__checkpoints__item:2.sub:001,0.516,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00445,1,high,1.4 성과관리체계 구축 및 운영,low_similarity_match;needs_review_status,pending,true,weak_candidate,2,chg_00707,신설후보,checkpoints,1.4,성과관리체계 구축 및 운영,5.1,성과관리,false,false,"기획처, 성과관리 담당부서",c4__1_4__checkpoints__item:3,c3__5_1__checkpoints__item:3,c3__5_1__checkpoints__item:3,0.542,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00447,1,high,1.4 성과관리체계 구축 및 운영,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,5,chg_00709,신설후보,checkpoints,1.4,성과관리체계 구축 및 운영,,,false,false,"기획처, 성과관리 담당부서",c4__1_4__checkpoints__item:4,,c3__5_1__checkpoints__item:4,0.512,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00448,1,high,1.4 성과관리체계 구축 및 운영,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,2,chg_00710,신설후보,checkpoints,1.4,성과관리체계 구축 및 운영,,,false,false,"기획처, 성과관리 담당부서",c4__1_4__checkpoints__item:4.sub:001,,c3__5_1__checkpoints__item:4.sub:001,0.526,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00449,1,high,1.4 성과관리체계 구축 및 운영,low_similarity_match;needs_review_status,pending,true,weak_candidate,2,chg_00711,신설후보,checkpoints,1.4,성과관리체계 구축 및 운영,5.1,성과관리,false,false,"기획처, 성과관리 담당부서",c4__1_4__checkpoints__item:4.sub:002,c3__5_1__checkpoints__item:4.sub:002,c3__5_1__checkpoints__item:4.sub:002,0.615,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00451,1,high,1.4 성과관리체계 구축 및 운영,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,2,chg_00713,신설후보,checkpoints,1.4,성과관리체계 구축 및 운영,,,false,false,"기획처, 성과관리 담당부서",c4__1_4__checkpoints__item:5.sub:001,,c3__5_1__checkpoints__item:2.sub:001,0.516,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00457,1,high,1.4 성과관리체계 구축 및 운영,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,5,chg_00719,이동후보,checkpoints,1.4,성과관리체계 구축 및 운영,5.1,성과관리,false,false,"기획처, 성과관리 담당부서",,c3__5_1__checkpoints__item:5,c4__1_5__checkpoints__item:4,0.527,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00458,1,high,1.4 성과관리체계 구축 및 운영,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,5,chg_00720,이동후보,checkpoints,1.4,성과관리체계 구축 및 운영,5.1,성과관리,false,false,"기획처, 성과관리 담당부서",,c3__5_1__checkpoints__item:6,c4__1_5__checkpoints__item:4,0.543,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00041,1,high,1.4 성과관리체계 구축 및 운영,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,strong_candidate,2,chg_00069,신설후보,evidence,1.4,성과관리체계 구축 및 운영,,,true,false,"기획처, 성과관리 담당부서",c4__1_4__evidence__정보공시:001,,c3__1_2__evidence__정보공시:001,1.000,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00042,1,high,1.4 성과관리체계 구축 및 운영,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00071,신설후보,evidence,1.4,성과관리체계 구축 및 운영,5.1,성과관리,true,false,"기획처, 성과관리 담당부서",c4__1_4__evidence__제출자료_관련규정:001,c3__5_1__evidence__제출자료_관련규정:001,c3__5_1__evidence__제출자료_관련규정:001,0.583,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00043,1,high,1.4 성과관리체계 구축 및 운영,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,strong_candidate,5,chg_00072,신설후보,evidence,1.4,성과관리체계 구축 및 운영,,,true,false,"기획처, 성과관리 담당부서",c4__1_4__evidence__제출자료_관련규정:002,,c3__5_1__evidence__제출자료_관련규정:001,1.000,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
